price,LAND AREA,HOUSE AREA,,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,FLAT AREA,PARKING AREA
"Rs. 17,00,00,000
(Seventeen crore )",1-1-0-0,,,,,,,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10744,4 WEEKS AGO,40,,,
"Rs. 1,60,00,000 (Negotiable)
(One crore sixty lakh )",0-3-0-0,,,4,2,3,3,2.5,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07120,10 MONTHS AGO,5600,SEMI FURNISHED,,
"Rs. 48,00,000 (Negotiable)
(Forty eight lakh per aana)",0-19-0-0,,,,,,,,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09500,1 YEAR AGO,1141,,6502 SQUARE FEET,
,"0-3-0-0, 0-4-0-0, 0-5-0-0",,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06255,2 YEARS AGO,5625,,,
"Rs. 12,50,000 (Negotiable)
(Twelve Lakh Fifty Thousand per aana)",0-10-0-0,,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06364,4 YEARS AGO,5268,,,
"Rs. 75,00,000 (Negotiable)
(Seventy five lakh )",14 DHUR,,,,,,,,SOUTH,LAND (RESIDENTIAL),NONE,GB04935,3 YEARS AGO,7397,,,
,0-3-3-0,,,4,2,1,,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10788,2 WEEKS AGO,44,,,
"Rs. 1,30,00,000 (Negotiable)
(One crore thirty lakh )",1300 SQUARE METER,,,27,,,,4,NORTH-EAST-SOUTH,HOTELS & RESORTS (RESIDENTIAL),PILLAR SYSTEM,GB10622,1 MONTH AGO,997,FULLY FURNISHED,,
"Rs. 18,000 (Negotiable)",0-,,,,,,,,NONE,HOUSE (RESIDENTIAL),NONE,GB10472,4 MONTHS AGO,69,NOT FURNISHED,,
"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-5-2-2,2000 SQUARE FEET,,7,1,1,9,3.5,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09842,5 MONTHS AGO,128,FULLY FURNISHED,,
"Rs. 1,00,000 / month (Negotiable)
(One lakh )",0-3-0-0,0-2-0-0,,3,,,3,3.5,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10010,7 MONTHS AGO,50,NOT FURNISHED,,
,9-9-1-0,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10530,3 MONTHS AGO,74,,,
"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-4-2-0,,,4,2,1,5,2.5,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09499,1 YEAR AGO,2854,NOT FURNISHED,2800 SQUARE FEET,
"Rs. 2,25,000 (Negotiable)
(2 lakh 25 thousand per dhur)",25 DHUR,,,,,,,,EAST,LAND (RESIDENTIAL),NONE,GB04557,6 YEARS AGO,6528,,,
"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh)",0-3-2-0,,,5,2,2,3,2.5,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06375,4 YEARS AGO,4904,SEMI FURNISHED,,
"Rs. 48,00,000 (Negotiable)
(48 lakh per aana)",0-4-2-3,,,,,,,,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05316,5 YEARS AGO,6039,,,
,0-4-2-0,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10657,1 MONTH AGO,35,,,
"Rs. 7,00,00,000 (Negotiable)
(7 crore)",578 SQUARE FEET,578 SQUARE FEET,,20,,1,4,3,,HOUSE (COMMERCIAL),PILLAR SYSTEM,GB03510,5 YEARS AGO,6076,NOT FURNISHED,,
"Rs. 4,75,00,000 (Negotiable)
(Four crore seventy five lakh )",0-5-3-0,,,7,2,2,8,3.5,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08887,11 MONTHS AGO,8535,FULLY FURNISHED,,
"Rs. 5,35,00,000 (Negotiable)
(Five crore thirty five lakh )",0-4-0-0,,,6,1,1,,3,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10715,1 MONTH AGO,40,,,
"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",0-,0-4-1-3,,,,,,,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10164,6 MONTHS AGO,95,NOT FURNISHED,,
,0-4-0-0,,,6,1,2,,2.5,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10774,3 WEEKS AGO,49,SEMI FURNISHED,,
"Rs. 3,35,00,000 (Negotiable)
(Three crore thirty five lakh )",0-4-0-1,,,15,1,1,,3.5,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10652,1 MONTH AGO,26,SEMI FURNISHED,,
,0-4-3-3,,,,,,,,SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09155,1 YEAR AGO,3205,,,
"Rs. 2,80,00,000 (Negotiable)
(3)",0-3-0-0,0-3-0-0,,5,2,2,,3.5,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10398,4 MONTHS AGO,142,FULLY FURNISHED,,
"Rs. 1,75,00,000 (Negotiable)
(One crore seventy five lakh )",1026 SQUARE FEET,1026 SQUARE FEET,,11,2,3,9,3,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10062,7 MONTHS AGO,83,SEMI FURNISHED,,
"Rs. 5,25,00,000 (Negotiable)
(Five crore twenty five lakh )",0-9-0-0,,,5,2,2,5,2.5,SOUTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05745,3 YEARS AGO,6167,FULLY FURNISHED,,
"Rs. 2,30,00,000 (Negotiable)
(2 crore 30 lakh)",0-2-3-0,2000 SQUARE FEET,,2,1,1,3,2.5,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05644,5 YEARS AGO,5634,SEMI FURNISHED,,
"Rs. 25,000 (Negotiable)
(Twenty five thousand )",0-,622 SQUARE FEET,,2,1,1,1,,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10011,7 MONTHS AGO,179,SEMI FURNISHED,,
"Rs. 1,35,00,000 (Negotiable)
(One crore thirty five lakh )",0-2-0-0,,,6,,1,3,3,NORTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07073,4 YEARS AGO,2855,SEMI FURNISHED,,
"Rs. 66,00,000 (Negotiable)
(Sixty six lakh )",0-4-3-0,,,,,,,,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10510,3 MONTHS AGO,2057,,,
,676 HAATH,,,,,,,,NORTH,LAND (RESIDENTIAL),NONE,GB10522,3 MONTHS AGO,391,,,
"Rs. 2,30,00,000 (Negotiable)
(Two crore thirty lakh )",3-3-3-0,,,4,1,1,3,2.5,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06165,4 YEARS AGO,7168,SEMI FURNISHED,,
"Rs. 55,00,000 (Negotiable)
(Fifty five lakh per aana)",0-9-0-0,,,,,,,,NORTH,LAND (RESIDENTIAL),NONE,GB10467,11 HOURS AGO,100,,,
"Rs. 1,30,000 (Negotiable)
(1 lakh 30 thousand per month)",0-32-0-0,,,4,1,1,4,2.5,SOUTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05402,5 YEARS AGO,4066,SEMI FURNISHED,,
"Rs. 2,25,00,000 (Negotiable)
(Two crore twenty five lakh )",22 DHUR,1200 SQUARE FEET,,4,1,1,,2,NONE,SCHOOL (RESIDENTIAL),PILLAR SYSTEM,GB10579,2 MONTHS AGO,48,,,
"Rs. 2,45,00,000 (Negotiable)
(Two crore forty five lakh )",0-4-0-0,2046 SQUARE FEET,,6,2,2,5,2.5,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07722,2 YEARS AGO,5875,NOT FURNISHED,,
"Rs. 14,00,000 (Negotiable)
(14 lakh per anna)","0-4-0-0, 0-6-0-0",,,,,,,,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05618,5 YEARS AGO,4663,,,
"Rs. 12,00,000 (Negotiable)
(Twelve lakh (Negotiable))",0-,,,,,,,,NONE,RESTAURANT (COMMERCIAL),PILLAR SYSTEM,GB10259,5 MONTHS AGO,85,NOT FURNISHED,,
"Rs. 5,00,000 (Negotiable)
(Five lakh )",7-0-0-0,,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB02988,2 YEARS AGO,1542,,,
"Rs. 5,75,00,000 (Negotiable)
(Five crore seventy five lakh )",0-5-2-0,3300 SQUARE FEET,,10,3,3,,4,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09897,5 MONTHS AGO,153,SEMI FURNISHED,,
"Rs. 70,000 (Negotiable)
(Seventy thousand per month)",1275 SQUARE FEET,1275 SQUARE FEET,,3,1,1,2,6,EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB05288,10 MONTHS AGO,8164,FULLY FURNISHED,,
,0-3-3-0,0-3-3-0,,,,,,6,NONE,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06802,4 YEARS AGO,3761,SEMI FURNISHED,,
"Rs. 9,35,00,000 (Negotiable)
(Nine crore thirty five lakh )",0-8-1-0,,,,,,5,4,NORTH-WEST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB05681,4 YEARS AGO,5800,NOT FURNISHED,,
"Rs. 9,50,000 (Negotiable)
(Nine lakh fifty thousand per aana)",1-5-0-0,,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06930,4 YEARS AGO,3263,,,
,10 DHUR,8 DHUR,,2,1,1,,2,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10572,2 MONTHS AGO,18,NOT FURNISHED,,
"Rs. 22,50,000 (Negotiable)
(Twenty two lakh fifty thousand )",0-3-1-0,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10469,4 MONTHS AGO,71,,,
"Rs. 2,80,00,000 (Negotiable)",0-5-1-0,,,5,2,1,,3,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10606,1 MONTH AGO,69,SEMI FURNISHED,,
"Rs. 2,40,00,000
(Two crore forty lakh )",0-,3000 SQUARE FEET,,,,,,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10827,12 HOURS AGO,17,FULLY FURNISHED,,
"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand )",0-20-0-0,,,5,1,1,6,3,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10769,2 WEEKS AGO,666,SEMI FURNISHED,,
"Rs. 11,75,000 (Negotiable)
(Eleven lakh seventy five thousand )",0-,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10454,4 MONTHS AGO,36,,,
"Rs. 8,75,000 (Negotiable)
(8 lakh 75 thousand per aana)",10-2-0-0,,,,,,,,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04451,6 YEARS AGO,2107,,,
"Rs. 2,90,00,000 (Negotiable)
(Two crore ninety lakh )",0-6-2-0,,,6,1,1,4,2.5,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06447,2 YEARS AGO,8143,SEMI FURNISHED,,
,,,,,,,,4,NONE,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB10558,2 MONTHS AGO,465,NOT FURNISHED,3296 SQUARE FEET,
"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",0-4-0-0,2100 SQUARE FEET,,3,1,1,3,2.5,SOUTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07067,3 YEARS AGO,8842,SEMI FURNISHED,,
"Rs. 60,000 (Negotiable)
(Sixty thousand per month)",1362 SQUARE FEET,,,3,1,1,2,,SOUTH,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10815,2 DAYS AGO,150,FULLY FURNISHED,,
"Rs. 2,00,00,000 (Negotiable)
(Two crore )",,,,2,,1,1,1,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05828,3 YEARS AGO,13390,NOT FURNISHED,,
"Rs. 3,75,000 (Negotiable)
(3 lakh 75 thousand per dhur)",9 DHUR,,,,,,,,SOUTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04425,6 YEARS AGO,2680,,,
"Rs. 1,90,00,000 (Negotiable)
(1 crore 90 lakh)",0-5-0-0,,,6,1,2,,3,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03669,5 YEARS AGO,2880,NOT FURNISHED,,
"Rs. 15,50,000 (Negotiable)
(Fifteen lakh fifty thousand per aana)",0-6-0-0 0-6-0-0,,,,,,,,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB06263,4 YEARS AGO,4693,,,
"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh (Fixed))",0-4-1-0,,,6,3,3,5,3,NONE,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB08776,2 YEARS AGO,3280,NOT FURNISHED,,
"Rs. 75,00,000 (Negotiable)
(Seventy five lakh )",0-9-0-0,,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB08088,2 YEARS AGO,4616,,,
"Rs. 12,50,000 (Negotiable)
(Twelve lakh fifty thousand )",,,,,,,,,NONE,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB09977,8 MONTHS AGO,62,NOT FURNISHED,,
"Rs. 75,00,000 (Negotiable)
(Seventy five lakh per aana)",0-24-0-0,,,,,,,,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06037,2 YEARS AGO,4322,,,
"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-4-0-0,,,15,,1,5,4.5,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06161,4 YEARS AGO,2131,NOT FURNISHED,,
"Rs. 1,35,00,000 (Negotiable)
(1 crore 35 lakh)",0-4-0-0,1852 SQUARE FEET,,4,2,2,2,2,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05163,5 YEARS AGO,3629,SEMI FURNISHED,,
"Rs. 1,65,00,000 (Negotiable)
(One crore sixty five lakh )",0-2-2-0,,,4,1,2,3,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10165,6 MONTHS AGO,103,NOT FURNISHED,,
"Rs. 29,50,000 (Negotiable)
(Twenty nine lakh fifty thousand per aana)",0-6-0-1,,,,,,,,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05751,5 YEARS AGO,4119,,,
"Rs. 11,00,000 (Negotiable)
(Eleven lakh )",0-,,,,,,,,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10787,3 DAYS AGO,226,NOT FURNISHED,,
"Rs. 3,90,00,000 (Negotiable)
(Three crore ninety lakh )",0-5-0-3,1185 SQUARE FEET,,4,1,1,4,,NORTH,HOUSE (RESIDENTIAL),NONE,GB10809,8 HOURS AGO,130,SEMI FURNISHED,,
"Rs. 45,00,000 (Negotiable)
(Forty five lakh )",0-3-1-1,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10376,2 MONTHS AGO,128,,,
"Rs. 1,20,000 (Negotiable)
(One lakh twenty thousand )",0-5-0-0,,,,,,,,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09688,11 MONTHS AGO,881,NOT FURNISHED,,
"Rs. 2,77,00,000
(Two crore seventy seven lakh )",,,,22,,8,,6,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10745,4 WEEKS AGO,52,,,
"Rs. 8,00,000 (Negotiable)
(8 lakh per aana)",15-0-0-0,,,,,,,,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05811,5 YEARS AGO,5602,,,
"Rs. 19,00,000 (Negotiable)
(Nineteen lakh )",0-5-0-0,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10808,2 DAYS AGO,63,,,
"Rs. 50,00,000 (Negotiable)
(Fifty lakh per aana)",0-4-0-0,,,,,,,,EAST,LAND (RESIDENTIAL),NONE,GB10691,3 DAYS AGO,615,,,
"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",1369 SQUARE METER,1369 SQUARE METER,,4,2,2,2,2,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09991,8 MONTHS AGO,103,SEMI FURNISHED,,
,30-0-0-0,,,,,,,,,LAND (RESIDENTIAL),NONE,GB05343,4 YEARS AGO,836,,,
"Rs. 1,40,000
(One lakh forty thousand )",0-4-0-0,0-2-0-0,,,,,,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10315,5 MONTHS AGO,76,,,
"Rs. 5,25,00,000 (Negotiable)
(Five crore twenty five lakh )",0-7-2-0,,,10,4,3,7,4.5,NORTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05292,5 YEARS AGO,7640,SEMI FURNISHED,,
"Rs. 65,00,000 (Negotiable)
(Sixty five lakh )",0-4-0-2,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10381,4 MONTHS AGO,72,,,
"Rs. 85,000 (Negotiable)
(Eighty five thousand per month)",,,,4,1,1,3,2.5,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10067,7 MONTHS AGO,40,FULLY FURNISHED,,
"Rs. 17,00,000 (Negotiable)
(17 lakh per aana)",0-12-2-0,,,,,,,,SOUTH,LAND (RESIDENTIAL),NONE,GB04570,6 YEARS AGO,7652,,,
"Rs. 3,00,00,000 (Negotiable)
(Three crore )",0-0-2-3,0-0-2-3,,,,,,5,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09995,8 MONTHS AGO,119,NOT FURNISHED,,
"Rs. 3,30,00,000 (Negotiable)
(Three crore thirty lakh )",0-4-0-0,,,,,,,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10238,4 MONTHS AGO,989,NOT FURNISHED,,
,0-4-0-2,,,,,,,,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB05791,3 YEARS AGO,4817,,,
"Rs. 25,000 (Negotiable)
(Twenty five thousand per month )",0-,,,2,1,1,,1,NONE,HOUSE (RESIDENTIAL),NONE,GB09202,1 MONTH AGO,108,NOT FURNISHED,,
"Rs. 2,00,000 / month (Negotiable)
(Two lakh per month)",0-24-0-0,,,4,1,1,2,2.5,EAST,HOUSE (RESIDENTIAL),NONE,GB10092,7 MONTHS AGO,68,SEMI FURNISHED,,
,0-4-0-2,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10658,1 MONTH AGO,33,,,
"Rs. 2,35,00,000 (Negotiable)
(Two crore thirty five lakh )",0-4-1-0,,,3,1,1,,4,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10709,1 MONTH AGO,55,SEMI FURNISHED,,
"Rs. 15,00,000
(Fifteen lakh )",0-7-3-0,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10476,3 MONTHS AGO,70,,,
"Rs. 82,00,000 (Negotiable)
(Eighty two lakh )",0-4-3-0,,,,,,,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB09996,8 MONTHS AGO,102,,,
"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",0-4-0-0,,,4,3,2,,2.5,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10377,4 MONTHS AGO,153,FULLY FURNISHED,,
,0-3-1-3,,,3,1,1,3,2.5,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06797,4 MONTHS AGO,31088,SEMI FURNISHED,,
,0-12-1-0,4200 SQUARE FEET,,4,1,1,3,2,SOUTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB07665,5 MONTHS AGO,18928,NOT FURNISHED,,
,0-4-0-0,4300 SQUARE FEET,,9,,,3,,WEST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06211,4 YEARS AGO,2399,SEMI FURNISHED,,
,22-0-0-0,,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB03598,4 YEARS AGO,2038,,,
"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-6-0-0,,,9,3,4,6,3.5,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06908,3 YEARS AGO,7700,SEMI FURNISHED,,
"Rs. 1,35,00,000 (Negotiable)
(One crore thirty five lakh)",0-2-2-2,1565 SQUARE FEET,,4,1,2,3,2.5,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06561,2 YEARS AGO,7428,SEMI FURNISHED,,
"Rs. 5,500 (Negotiable)
(Five thousand five hundred )",0-,,,1,,,,,NONE,HOUSE (RESIDENTIAL),NONE,GB10156,6 MONTHS AGO,39,NOT FURNISHED,,
"Rs. 81,00,000 (Negotiable)
(Eighty one lakh )",,,,,,,,,NORTH-WEST,LAND (RESIDENTIAL),NONE,GB06954,4 YEARS AGO,3823,,,
"Rs. 45,00,000 (Negotiable)
(45 lakh per anna)",0-12-1-0,,,,,,,,NORTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB04545,6 YEARS AGO,8253,,,
"Rs. 28,00,000 (Negotiable)
(Twenty eight lakh per aana )",0-3-2-0,,,,,,,,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB06221,4 YEARS AGO,7395,,,
"Rs. 3,00,000 (Negotiable)
(Three lakh per ropani)",15-0-0-0,,,,,,,,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB10022,7 MONTHS AGO,54,,,
"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand )",13-8-0-0,,,,,,,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB02497,2 YEARS AGO,3990,,,
"Rs. 8,99,00,000 (Negotiable)
(Eight crore ninety nine lakh )",3 KATTHA,,,,,,,,NONE,LAND (RESIDENTIAL),NONE,GB03862,1 YEAR AGO,9054,,,
"Rs. 1,60,000 (Negotiable)
(One lakh sixty thousand )",0-,,,,,,,,NONE,HOUSE (RESIDENTIAL),NONE,GB10323,5 MONTHS AGO,142,NOT FURNISHED,,
